student_id,week,attendance_rate
S108,W14,0.876
S108,W15,0.867
S108,W16,0.882
S108,W17,0.833
S108,W18,0.837
S108,W19,0.848
S108,W20,0.907
S108,W21,0.895
S108,W22,0.859
S108,W23,0.871
S108,W24,0.831
S108,W25,0.899
S108,W26,0.853
S109,W01,0.844
S109,W02,0.881
S109,W03,0.830
S109,W04,0.845
S109,W05,0.845
S109,W06,0.845
S109,W07,0.872
S109,W08,0.846
S109,W09,0.877
S109,W10,0.819
S109,W11,0.826
S109,W12,0.820
S109,W13,0.871
S109,W14,0.819
S109,W15,0.829
S109,W16,0.832
S109,W17,0.844
S109,W18,0.811
S109,W19,0.837
S109,W20,0.867
S109,W21,0.831
S109,W22,0.878
S109,W23,0.864
S109,W24,0.892
S109,W25,0.904
S109,W26,0.811
S110,W01,0.814
S110,W02,0.825
S110,W03,0.844
S110,W04,0.842
S110,W05,0.902
S110,W06,0.844
S110,W07,0.836
S110,W08,0.818
S110,W09,0.895
S110,W10,0.873
S110,W11,0.863
S110,W12,0.896
S110,W13,0.860
S110,W14,0.863
S110,W15,0.885
S110,W16,0.886
S110,W17,0.817
S110,W18,0.837
S110,W19,0.852
S110,W20,0.888
S110,W21,0.818
S110,W22,0.882
S110,W23,0.875
S110,W24,0.845
S110,W25,0.813
S110,W26,0.871
S111,W01,0.853
S111,W02,0.822
S111,W03,0.870
S111,W04,0.830
S111,W05,0.880
S111,W06,0.831
S111,W07,0.839
S111,W08,0.855
S111,W09,0.813
S111,W10,0.824
S111,W11,0.852
S111,W12,0.870
S111,W13,0.900
S111,W14,0.843
S111,W15,0.883
S111,W16,0.865
S111,W17,0.829
S111,W18,0.865
S111,W19,0.829
S111,W20,0.838
S111,W21,0.866
S111,W22,0.867
S111,W23,0.854
S111,W24,0.910
S111,W25,0.860
S111,W26,0.819
S112,W01,0.867
S112,W02,0.907
S112,W03,0.905
S112,W04,0.891
S112,W05,0.860
S112,W06,0.909
S112,W07,0.865
S112,W08,0.910
S112,W09,0.869
S112,W10,0.823
S112,W11,0.856
S112,W12,0.875
S112,W13,0.884
S112,W14,0.849
S112,W15,0.821
S112,W16,0.837
S112,W17,0.842
S112,W18,0.877
S112,W19,0.886
S112,W20,0.887
S112,W21,0.833
S112,W22,0.825
S112,W23,0.832
S112,W24,0.873
S112,W25,0.815
S112,W26,0.832
S113,W01,0.853
S113,W02,0.848
S113,W03,0.902
S113,W04,0.821
S113,W05,0.871
S113,W06,0.901
S113,W07,0.822
S113,W08,0.839
S113,W09,0.862
S113,W10,0.899
S113,W11,0.868
S113,W12,0.815
S113,W13,0.839
S113,W14,0.826
S113,W15,0.848
S113,W16,0.901
S113,W17,0.871
S113,W18,0.901
S113,W19,0.845
S113,W20,0.815
S113,W21,0.854
S113,W22,0.825
S113,W23,0.858
S113,W24,0.893
S113,W25,0.827
S113,W26,0.898
S114,W01,0.859
S114,W02,0.862
S114,W03,0.820
S114,W04,0.842
S114,W05,0.844
S114,W06,0.828
S114,W07,0.857
S114,W08,0.851
S114,W09,0.856
S114,W10,0.835
S114,W11,0.842
S114,W12,0.829
S114,W13,0.816
S114,W14,0.812
S114,W15,0.850
S114,W16,0.814
S114,W17,0.856
S114,W18,0.895
S114,W19,0.841
S114,W20,0.884
S114,W21,0.861
S114,W22,0.883
S114,W23,0.859
S114,W24,0.826
S114,W25,0.894
S114,W26,0.865
S115,W01,0.849
S115,W02,0.845
S115,W03,0.810
S115,W04,0.840
S115,W05,0.898
S115,W06,0.822
S115,W07,0.876
S115,W08,0.892
S115,W09,0.829
S115,W10,0.818
S115,W11,0.904
S115,W12,0.870
S115,W13,0.838
S115,W14,0.835
S115,W15,0.852
S115,W16,0.903
S115,W17,0.885
S115,W18,0.814
S115,W19,0.885
S115,W20,0.882
S115,W21,0.873
S115,W22,0.826
S115,W23,0.836
S115,W24,0.838
S115,W25,0.838
S115,W26,0.910
S116,W01,0.898
S116,W02,0.847
S116,W03,0.904
S116,W04,0.879
S116,W05,0.891
S116,W06,0.821
S116,W07,0.887
S116,W08,0.848
S116,W09,0.859
S116,W10,0.855
S116,W11,0.811
S116,W12,0.820
S116,W13,0.850
S116,W14,0.843
S116,W15,0.870
S116,W16,0.858
S116,W17,0.874
S116,W18,0.829
S116,W19,0.822
S116,W20,0.829
S116,W21,0.877
S116,W22,0.858
S116,W23,0.824
S116,W24,0.833
S116,W25,0.902
S116,W26,0.884
S117,W01,0.886
S117,W02,0.885
S117,W03,0.826
S117,W04,0.848
S117,W05,0.868
S117,W06,0.903
S117,W07,0.889
S117,W08,0.845
S117,W09,0.836
S117,W10,0.891
S117,W11,0.837
S117,W12,0.829
S117,W13,0.892
S117,W14,0.876
S117,W15,0.845
S117,W16,0.829
S117,W17,0.823
S117,W18,0.888
S117,W19,0.886
S117,W20,0.859
S117,W21,0.905
S117,W22,0.853
S117,W23,0.900
S117,W24,0.909
S117,W25,0.829
S117,W26,0.866
S118,W01,0.908
S118,W02,0.886
S118,W03,0.841
S118,W04,0.889
S118,W05,0.842
S118,W06,0.816
S118,W07,0.888
S118,W08,0.880
S118,W09,0.843
S118,W10,0.817
S118,W11,0.862
S118,W12,0.868
S118,W13,0.873
S118,W14,0.819
S118,W15,0.875
S118,W16,0.826
S118,W17,0.834
S118,W18,0.882
S118,W19,0.893
S118,W20,0.846
S118,W21,0.839
S118,W22,0.839
S118,W23,0.813
S118,W24,0.856
S118,W25,0.890
S118,W26,0.884
S119,W01,0.812
S119,W02,0.856
S119,W03,0.875
S119,W04,0.878
S119,W05,0.908
S119,W06,0.886
S119,W07,0.891
S119,W08,0.829
S119,W09,0.869
S119,W10,0.908
S119,W11,0.841
S119,W12,0.848
S119,W13,0.867
S119,W14,0.890
S119,W15,0.871
S119,W16,0.867
S119,W17,0.817
S119,W18,0.861
S119,W19,0.838
S119,W20,0.829
S119,W21,0.904
S119,W22,0.817
S119,W23,0.877
S119,W24,0.872
S119,W25,0.856
S119,W26,0.814
S120,W01,0.891
S120,W02,0.822
S120,W03,0.829
S120,W04,0.867
S120,W05,0.910
S120,W06,0.862
S120,W07,0.900
S120,W08,0.874
S120,W09,0.902
S120,W10,0.890
S120,W11,0.876
S120,W12,0.861
S120,W13,0.910
S120,W14,0.872
S120,W15,0.829
S120,W16,0.836
S120,W17,0.817
S120,W18,0.852
S120,W19,0.836
S120,W20,0.813
S120,W21,0.901
S120,W22,0.855
S120,W23,0.907
S120,W24,0.848
S120,W25,0.864
S120,W26,0.874
S121,W01,0.903
S121,W02,0.977
S121,W03,0.889
S121,W04,0.929
S121,W05,0.969
S121,W06,0.971
S121,W07,0.944
S121,W08,0.926
S121,W09,0.925
S121,W10,0.911
S121,W11,0.882
S121,W12,0.905
S121,W13,0.962
S121,W14,0.939
S121,W15,0.902
S121,W16,0.929
S121,W17,0.927
S121,W18,0.895
S121,W19,0.965
S121,W20,0.949
S121,W21,0.972
S121,W22,0.924
S121,W23,0.962
S121,W24,0.967
S121,W25,0.950
S121,W26,0.957
S122,W01,0.886
S122,W02,0.961
S122,W03,0.947
S122,W04,0.921
S122,W05,0.924
S122,W06,0.909
S122,W07,0.970
S122,W08,0.907
S122,W09,0.960
S122,W10,0.961
S122,W11,0.901
S122,W12,0.979
S122,W13,0.884
S122,W14,0.894
S122,W15,0.906
S122,W16,0.974
S122,W17,0.920
S122,W18,0.942
S122,W19,0.884
S122,W20,0.941
S122,W21,0.949
S122,W22,0.883
S122,W23,0.910
S122,W24,0.886
S122,W25,0.944
S122,W26,0.914
S123,W01,0.918
S123,W02,0.968
S123,W03,0.961
S123,W04,0.951
S123,W05,0.946
S123,W06,0.903
S123,W07,0.923
S123,W08,0.930
S123,W09,0.903
S123,W10,0.888
S123,W11,0.903
S123,W12,0.896
S123,W13,0.938
S123,W14,0.976
S123,W15,0.909
S123,W16,0.948
S123,W17,0.887
S123,W18,0.900
S123,W19,0.919
S123,W20,0.935
S123,W21,0.918
S123,W22,0.936
S123,W23,0.942
S123,W24,0.888
S123,W25,0.975
S123,W26,0.956
S124,W01,0.974
S124,W02,0.937
S124,W03,0.897
S124,W04,0.957
S124,W05,0.934
S124,W06,0.975
S124,W07,0.929
S124,W08,0.909
S124,W09,0.952
S124,W10,0.892
S124,W11,0.914
S124,W12,0.973
S124,W13,0.933
S124,W14,0.972
S124,W15,0.934
S124,W16,0.971
S124,W17,0.881
S124,W18,0.933
S124,W19,0.943
S124,W20,0.943
S124,W21,0.894
S124,W22,0.908
S124,W23,0.911
S124,W24,0.939
S124,W25,0.968
S124,W26,0.961
S125,W01,0.895
S125,W02,0.934
S125,W03,0.900
S125,W04,0.969
S125,W05,0.905
S125,W06,0.963
S125,W07,0.931
S125,W08,0.932
S125,W09,0.948
S125,W10,0.957
S125,W11,0.899
S125,W12,0.949
S125,W13,0.903
S125,W14,0.910
S125,W15,0.937
S125,W16,0.895
S125,W17,0.887
S125,W18,0.975
S125,W19,0.976
S125,W20,0.969
S125,W21,0.905
S125,W22,0.895
S125,W23,0.886
S125,W24,0.898
S125,W25,0.906
S125,W26,0.891
S126,W01,0.930
S126,W02,0.926
S126,W03,0.901
S126,W04,0.968
S126,W05,0.929
S126,W06,0.896
S126,W07,0.961
S126,W08,0.943
S126,W09,0.926
S126,W10,0.975
S126,W11,0.922
S126,W12,0.938
S126,W13,0.947
S126,W14,0.951
S126,W15,0.951
S126,W16,0.888
S126,W17,0.941
S126,W18,0.954
S126,W19,0.915
S126,W20,0.979
S126,W21,0.970
S126,W22,0.944
S126,W23,0.905
S126,W24,0.925
S126,W25,0.912
S126,W26,0.892
S127,W01,0.969
S127,W02,0.929
S127,W03,0.969
S127,W04,0.978
S127,W05,0.890
S127,W06,0.956
S127,W07,0.897
S127,W08,0.925
S127,W09,0.910
S127,W10,0.939
S127,W11,0.928
S127,W12,0.949
S127,W13,0.889
S127,W14,0.937
S127,W15,0.897
S127,W16,0.891
S127,W17,0.911
S127,W18,0.882
S127,W19,0.894
S127,W20,0.942
S127,W21,0.940
S127,W22,0.968
S127,W23,0.902
S127,W24,0.951
S127,W25,0.884
S127,W26,0.957
S128,W01,0.942
S128,W02,0.948
S128,W03,0.907
S128,W04,0.911
S128,W05,0.925
S128,W06,0.966
S128,W07,0.962
S128,W08,0.897
S128,W09,0.921
S128,W10,0.927
S128,W11,0.957
S128,W12,0.901
S128,W13,0.912
S128,W14,0.894
S128,W15,0.944
S128,W16,0.882
S128,W17,0.928
S128,W18,0.923
S128,W19,0.974
S128,W20,0.964
S128,W21,0.902
S128,W22,0.965
S128,W23,0.963
S128,W24,0.910
S128,W25,0.919
S128,W26,0.927
S129,W01,0.893
S129,W02,0.959
S129,W03,0.920
S129,W04,0.882
S129,W05,0.898
S129,W06,0.963
S129,W07,0.946
S129,W08,0.965
S129,W09,0.955
S129,W10,0.919
S129,W11,0.906
S129,W12,0.946
S129,W13,0.892
S129,W14,0.902
S129,W15,0.909
S129,W16,0.921
S129,W17,0.904
S129,W18,0.917
S129,W19,0.971
S129,W20,0.910
S129,W21,0.902
S129,W22,0.900
S129,W23,0.887
S129,W24,0.959
S129,W25,0.958
S129,W26,0.940
S130,W01,0.972
S130,W02,0.904
S130,W03,0.973
S130,W04,0.909
S130,W05,0.915
S130,W06,0.931
S130,W07,0.941
S130,W08,0.929
S130,W09,0.895
S130,W10,0.891
S130,W11,0.921
S130,W12,0.897
S130,W13,0.938
S130,W14,0.962
S130,W15,0.931
S130,W16,0.956
S130,W17,0.957
S130,W18,0.938
S130,W19,0.907
S130,W20,0.959
S130,W21,0.928
S130,W22,0.911
S130,W23,0.940
S130,W24,0.939
S130,W25,0.926
S130,W26,0.900
S131,W01,0.916
S131,W02,0.939
S131,W03,0.969
S131,W04,0.911
S131,W05,0.894
S131,W06,0.896
S131,W07,0.882
S131,W08,0.961
S131,W09,0.967
S131,W10,0.905
S131,W11,0.965
S131,W12,0.952
S131,W13,0.968
S131,W14,0.952
S131,W15,0.942
S131,W16,0.964
S131,W17,0.948
S131,W18,0.914
S131,W19,0.976
S131,W20,0.905
S131,W21,0.979
S131,W22,0.915
S131,W23,0.890
S131,W24,0.971
S131,W25,0.918
S131,W26,0.915
S132,W01,0.958
S132,W02,0.920
S132,W03,0.904
S132,W04,0.926
S132,W05,0.904
S132,W06,0.946
S132,W07,0.926
S132,W08,0.919
S132,W09,0.952
S132,W10,0.924
S132,W11,0.899
S132,W12,0.973
S132,W13,0.910
S132,W14,0.938
S132,W15,0.897
S132,W16,0.931
S132,W17,0.923
S132,W18,0.979
S132,W19,0.916
S132,W20,0.899
S132,W21,0.970
S132,W22,0.954
S132,W23,0.902
S132,W24,0.958
S132,W25,0.962
S132,W26,0.933
S133,W01,0.904
S133,W02,0.900
S133,W03,0.940
S133,W04,0.907
S133,W05,0.948
S133,W06,0.883
S133,W07,0.881
S133,W08,0.919
S133,W09,0.917
S133,W10,0.950
S133,W11,0.884
S133,W12,0.914
S133,W13,0.939
S133,W14,0.882
S133,W15,0.915
S133,W16,0.949
S133,W17,0.907
S133,W18,0.934
S133,W19,0.944
S133,W20,0.948
S133,W21,0.967
S133,W22,0.961
S133,W23,0.955
S133,W24,0.891
S133,W25,0.972
S133,W26,0.971
S134,W01,0.927
S134,W02,0.894
S134,W03,0.894
S134,W04,0.888
S134,W05,0.976
S134,W06,0.907
S134,W07,0.896
S134,W08,0.951
S134,W09,0.925
S134,W10,0.918
S134,W11,0.915
S134,W12,0.949
S134,W13,0.894
S134,W14,0.970
S134,W15,0.904
S134,W16,0.948
S134,W17,0.916
S134,W18,0.922
S134,W19,0.940
S134,W20,0.968
S134,W21,0.936
S134,W22,0.884
S134,W23,0.907
S134,W24,0.896
S134,W25,0.888
S134,W26,0.896
S135,W01,0.897
S135,W02,0.884
S135,W03,0.968
S135,W04,0.952
S135,W05,0.951
S135,W06,0.947
S135,W07,0.908
S135,W08,0.973
S135,W09,0.932
S135,W10,0.885
S135,W11,0.885
S135,W12,0.947
S135,W13,0.917
S135,W14,0.953
S135,W15,0.976
S135,W16,0.940
S135,W17,0.897
S135,W18,0.904
S135,W19,0.882
S135,W20,0.973
S135,W21,0.888
S135,W22,0.929
S135,W23,0.893
S135,W24,0.929
S135,W25,0.917
S135,W26,0.941
S136,W01,0.929
S136,W02,0.946
S136,W03,0.930
S136,W04,0.949
S136,W05,0.904
S136,W06,0.949
S136,W07,0.922
S136,W08,0.957
S136,W09,0.943
S136,W10,0.909
S136,W11,0.884
S136,W12,0.969
S136,W13,0.944
S136,W14,0.943
S136,W15,0.915
S136,W16,0.944
S136,W17,0.927
S136,W18,0.944
S136,W19,0.950
S136,W20,0.911
S136,W21,0.955
S136,W22,0.970
S136,W23,0.928
S136,W24,0.943
S136,W25,0.893
S136,W26,0.931
S137,W01,0.905
S137,W02,0.955
S137,W03,0.937
S137,W04,0.928
S137,W05,0.910
S137,W06,0.931
S137,W07,0.940
S137,W08,0.943
S137,W09,0.882
S137,W10,0.902
S137,W11,0.893
S137,W12,0.896
S137,W13,0.969
S137,W14,0.933
S137,W15,0.909
S137,W16,0.957
S137,W17,0.906
S137,W18,0.887
S137,W19,0.964
S137,W20,0.922
S137,W21,0.963
S137,W22,0.927
S137,W23,0.887
S137,W24,0.907
S137,W25,0.885
S137,W26,0.962
S138,W01,0.909
S138,W02,0.907
S138,W03,0.921
S138,W04,0.887
S138,W05,0.926
S138,W06,0.884
S138,W07,0.929
S138,W08,0.903
S138,W09,0.904
S138,W10,0.922
S138,W11,0.886
S138,W12,0.924
S138,W13,0.946
S138,W14,0.972
S138,W15,0.962
S138,W16,0.956
S138,W17,0.960
S138,W18,0.946
S138,W19,0.977
S138,W20,0.974
S138,W21,0.956
S138,W22,0.892
S138,W23,0.946
S138,W24,0.923
S138,W25,0.920
S138,W26,0.977
S139,W01,0.902
S139,W02,0.905
S139,W03,0.889
S139,W04,0.907
S139,W05,0.885
S139,W06,0.931
S139,W07,0.899
S139,W08,0.949
S139,W09,0.945
S139,W10,0.901
S139,W11,0.934
S139,W12,0.938
S139,W13,0.888
S139,W14,0.973
S139,W15,0.933
S139,W16,0.978
S139,W17,0.960
S139,W18,0.886
S139,W19,0.976
S139,W20,0.913
S139,W21,0.957
S139,W22,0.930
S139,W23,0.963
S139,W24,0.923
S139,W25,0.883
S139,W26,0.942
S140,W01,0.910
S140,W02,0.962
S140,W03,0.961
S140,W04,0.884
S140,W05,0.909
S140,W06,0.927
S140,W07,0.940
S140,W08,0.917
S140,W09,0.932
S140,W10,0.971
S140,W11,0.953
S140,W12,0.944
S140,W13,0.925
S140,W14,0.914
S140,W15,0.927
S140,W16,0.894
S140,W17,0.931
S140,W18,0.917
S140,W19,0.901
S140,W20,0.929
S140,W21,0.958
S140,W22,0.905
S140,W23,0.968
S140,W24,0.900
S140,W25,0.915
S140,W26,0.954
S141,W01,0.893
S141,W02,0.958
S141,W03,0.962
S141,W04,0.977
S141,W05,0.893
S141,W06,0.914
S141,W07,0.940
S141,W08,0.882
S141,W09,0.944
S141,W10,0.883
S141,W11,0.896
S141,W12,0.938
S141,W13,0.893
S141,W14,0.917
S141,W15,0.926
S141,W16,0.932
S141,W17,0.908
S141,W18,0.931
S141,W19,0.896
S141,W20,0.923
S141,W21,0.969
S141,W22,0.899
S141,W23,0.888
S141,W24,0.979
S141,W25,0.915
S141,W26,0.955
S142,W01,0.910
S142,W02,0.919
S142,W03,0.958
S142,W04,0.953
S142,W05,0.917
S142,W06,0.973
S142,W07,0.918
S142,W08,0.974
S142,W09,0.956
S142,W10,0.892
S142,W11,0.932
S142,W12,0.923
S142,W13,0.964
S142,W14,0.932
S142,W15,0.938
S142,W16,0.959
S142,W17,0.897
S142,W18,0.927
S142,W19,0.955
S142,W20,0.958
S142,W21,0.952
S142,W22,0.968
S142,W23,0.974
S142,W24,0.910
S142,W25,0.948
S142,W26,0.923
S143,W01,0.908
S143,W02,0.884
S143,W03,0.896
S143,W04,0.946
S143,W05,0.969
S143,W06,0.945
S143,W07,0.905
S143,W08,0.952
S143,W09,0.949
S143,W10,0.946
S143,W11,0.973
S143,W12,0.934
S143,W13,0.890
S143,W14,0.975
S143,W15,0.976
S143,W16,0.978
S143,W17,0.976
S143,W18,0.947
S143,W19,0.973
S143,W20,0.959
S143,W21,0.930
S143,W22,0.932
S143,W23,0.938
S143,W24,0.954
S143,W25,0.928
S143,W26,0.977
S144,W01,0.924
S144,W02,0.962
S144,W03,0.922
S144,W04,0.883
S144,W05,0.916
S144,W06,0.897
S144,W07,0.980
S144,W08,0.890
S144,W09,0.884
S144,W10,0.939
S144,W11,0.976
S144,W12,0.910
S144,W13,0.912
S144,W14,0.902
S144,W15,0.942
S144,W16,0.961
S144,W17,0.965
S144,W18,0.928
S144,W19,0.966
S144,W20,0.969
S144,W21,0.966
S144,W22,0.896
S144,W23,0.955
S144,W24,0.904
S144,W25,0.930
S144,W26,0.889
S145,W01,0.957
S145,W02,0.882
S145,W03,0.930
S145,W04,0.918
S145,W05,0.923
S145,W06,0.942
S145,W07,0.926
S145,W08,0.920
S145,W09,0.924
S145,W10,0.971
S145,W11,0.956
S145,W12,0.971
S145,W13,0.914
S145,W14,0.977
S145,W15,0.979
S145,W16,0.925
S145,W17,0.907
S145,W18,0.960
S145,W19,0.912
S145,W20,0.971
S145,W21,0.974
S145,W22,0.891
S145,W23,0.920
S145,W24,0.897
S145,W25,0.948
S145,W26,0.977
S146,W01,0.975
S146,W02,0.886
S146,W03,0.936
S146,W04,0.944
S146,W05,0.940
S146,W06,0.961
S146,W07,0.971
S146,W08,0.897
S146,W09,0.975
S146,W10,0.913
S146,W11,0.908
S146,W12,0.890
S146,W13,0.892
S146,W14,0.897
S146,W15,0.947
S146,W16,0.964
S146,W17,0.922
S146,W18,0.923
S146,W19,0.927
S146,W20,0.890
S146,W21,0.898
S146,W22,0.942
S146,W23,0.940
S146,W24,0.927
S146,W25,0.975
S146,W26,0.953
S147,W01,0.951
S147,W02,0.959
S147,W03,0.930
S147,W04,0.966
S147,W05,0.979
S147,W06,0.906
S147,W07,0.903
S147,W08,0.928
S147,W09,0.914
S147,W10,0.922
S147,W11,0.916
S147,W12,0.963
S147,W13,0.944
S147,W14,0.895
S147,W15,0.923
S147,W16,0.944
S147,W17,0.899
S147,W18,0.893
S147,W19,0.953
S147,W20,0.887
S147,W21,0.919
S147,W22,0.908
S147,W23,0.918
S147,W24,0.957
S147,W25,0.931
S147,W26,0.958
S148,W01,0.938
S148,W02,0.894
S148,W03,0.900
S148,W04,0.911
S148,W05,0.940
S148,W06,0.971
S148,W07,0.894
S148,W08,0.906
S148,W09,0.937
S148,W10,0.976
S148,W11,0.909
S148,W12,0.952
S148,W13,0.980
S148,W14,0.945
S148,W15,0.964
S148,W16,0.953
S148,W17,0.979
S148,W18,0.883
S148,W19,0.951
S148,W20,0.896
S148,W21,0.965
S148,W22,0.918
S148,W23,0.886
S148,W24,0.964
S148,W25,0.928
S148,W26,0.967
S149,W01,0.966
S149,W02,0.927
S149,W03,0.943
S149,W04,0.901
S149,W05,0.886
S149,W06,0.888
S149,W07,0.918
S149,W08,0.913
S149,W09,0.976
S149,W10,0.950
S149,W11,0.944
S149,W12,0.905
S149,W13,0.894
S149,W14,0.935
S149,W15,0.923
S149,W16,0.894
S149,W17,0.935
S149,W18,0.960
S149,W19,0.917
S149,W20,0.886
S149,W21,0.909
S149,W22,0.928
S149,W23,0.903
S149,W24,0.928
S149,W25,0.934
S149,W26,0.900
S150,W01,0.927
S150,W02,0.889
S150,W03,0.903
S150,W04,0.961
S150,W05,0.907
S150,W06,0.971
S150,W07,0.958
S150,W08,0.896
S150,W09,0.946
S150,W10,0.930
S150,W11,0.883
S150,W12,0.896
S150,W13,0.895
S150,W14,0.971
S150,W15,0.955
S150,W16,0.884
S150,W17,0.880
S150,W18,0.947
S150,W19,0.943
S150,W20,0.915
S150,W21,0.881
S150,W22,0.921
S150,W23,0.905
S150,W24,0.907
S150,W25,0.898
S150,W26,0.906
S151,W01,0.944
S151,W02,0.898
S151,W03,0.933
S151,W04,0.887
S151,W05,0.965
S151,W06,0.886
S151,W07,0.903
S151,W08,0.924
S151,W09,0.920
S151,W10,0.934
S151,W11,0.975
S151,W12,0.882
S151,W13,0.911
S151,W14,0.973
S151,W15,0.928
S151,W16,0.965
S151,W17,0.932
S151,W18,0.945
S151,W19,0.898
S151,W20,0.976
S151,W21,0.979
S151,W22,0.969
S151,W23,0.962
S151,W24,0.971
S151,W25,0.926
S151,W26,0.962
S152,W01,0.952
S152,W02,0.897
S152,W03,0.961
S152,W04,0.965
S152,W05,0.929
S152,W06,0.960
S152,W07,0.908
S152,W08,0.933
S152,W09,0.886
S152,W10,0.963
S152,W11,0.951
S152,W12,0.968
S152,W13,0.956
S152,W14,0.954
S152,W15,0.906
S152,W16,0.924
S152,W17,0.898
S152,W18,0.910
S152,W19,0.942
S152,W20,0.978
S152,W21,0.969
S152,W22,0.928
S152,W23,0.901
S152,W24,0.933
S152,W25,0.919
S152,W26,0.919
S153,W01,0.929
S153,W02,0.938
S153,W03,0.895
S153,W04,0.945
S153,W05,0.927
S153,W06,0.945
S153,W07,0.938
S153,W08,0.887
S153,W09,0.971
S153,W10,0.898
S153,W11,0.891
S153,W12,0.908
S153,W13,0.959
S153,W14,0.928
S153,W15,0.943
S153,W16,0.916
S153,W17,0.904
S153,W18,0.978
S153,W19,0.967
S153,W20,0.951
S153,W21,0.959
S153,W22,0.954
S153,W23,0.944
S153,W24,0.949
S153,W25,0.956
S153,W26,0.919
S154,W01,0.968
S154,W02,0.912
S154,W03,0.946
S154,W04,0.925
S154,W05,0.917
S154,W06,0.975
S154,W07,0.904
S154,W08,0.953
S154,W09,0.889
S154,W10,0.976
S154,W11,0.903
S154,W12,0.965
S154,W13,0.942
S154,W14,0.955
S154,W15,0.961
S154,W16,0.930
S154,W17,0.942
S154,W18,0.894
S154,W19,0.942
S154,W20,0.913
S154,W21,0.909
S154,W22,0.913
S154,W23,0.976
S154,W24,0.923
S154,W25,0.940
S154,W26,0.905
S155,W01,0.882
S155,W02,0.928
S155,W03,0.882
S155,W04,0.971
S155,W05,0.923
S155,W06,0.882
S155,W07,0.891
S155,W08,0.883
S155,W09,0.929
S155,W10,0.888
S155,W11,0.920
S155,W12,0.929
S155,W13,0.940
S155,W14,0.937
S155,W15,0.907
S155,W16,0.945
S155,W17,0.930
S155,W18,0.919
S155,W19,0.883
S155,W20,0.966
S155,W21,0.896
S155,W22,0.930
S155,W23,0.918
S155,W24,0.930
S155,W25,0.914
S155,W26,0.923
S156,W01,0.902
S156,W02,0.922
S156,W03,0.934
S156,W04,0.882
S156,W05,0.893
S156,W06,0.973
S156,W07,0.954
S156,W08,0.915
S156,W09,0.972
S156,W10,0.906
S156,W11,0.908
S156,W12,0.897
S156,W13,0.929
S156,W14,0.919
S156,W15,0.921
S156,W16,0.961
S156,W17,0.910
S156,W18,0.920
S156,W19,0.883
S156,W20,0.927
S156,W21,0.964
S156,W22,0.915
S156,W23,0.971
S156,W24,0.970
S156,W25,0.908
S156,W26,0.885
S157,W01,0.920
S157,W02,0.904
S157,W03,0.895
S157,W04,0.892
S157,W05,0.891
S157,W06,0.925
S157,W07,0.919
S157,W08,0.884
S157,W09,0.941
S157,W10,0.967
S157,W11,0.961
S157,W12,0.968
S157,W13,0.947
S157,W14,0.889
S157,W15,0.883
S157,W16,0.949
S157,W17,0.909
S157,W18,0.922
S157,W19,0.895
S157,W20,0.945
S157,W21,0.930
S157,W22,0.973
S157,W23,0.936
S157,W24,0.951
S157,W25,0.881
S157,W26,0.967
S158,W01,0.955
S158,W02,0.888
S158,W03,0.935
S158,W04,0.888
S158,W05,0.975
S158,W06,0.881
S158,W07,0.894
S158,W08,0.942
S158,W09,0.977
S158,W10,0.912
S158,W11,0.925
S158,W12,0.917
S158,W13,0.972
S158,W14,0.889
S158,W15,0.885
S158,W16,0.957
S158,W17,0.943
S158,W18,0.922
S158,W19,0.889
S158,W20,0.909
S158,W21,0.906
S158,W22,0.966
S158,W23,0.925
S158,W24,0.928
S158,W25,0.894
S158,W26,0.916
S159,W01,0.962
S159,W02,0.966
S159,W03,0.938
S159,W04,0.902
S159,W05,0.966
S159,W06,0.940
S159,W07,0.929
S159,W08,0.939
S159,W09,0.958
S159,W10,0.970
S159,W11,0.893
S159,W12,0.980
S159,W13,0.921
S159,W14,0.941
S159,W15,0.896
S159,W16,0.978
S159,W17,0.950
S159,W18,0.973
S159,W19,0.933
S159,W20,0.956
S159,W21,0.954
S159,W22,0.906
S159,W23,0.886
S159,W24,0.943
S159,W25,0.971
S159,W26,0.928
S160,W01,0.910
S160,W02,0.968
S160,W03,0.940
S160,W04,0.948
S160,W05,0.952
S160,W06,0.980
S160,W07,0.944
S160,W08,0.934
S160,W09,0.962
S160,W10,0.938
S160,W11,0.899
S160,W12,0.908
S160,W13,0.965
S160,W14,0.885
S160,W15,0.956
S160,W16,0.893
S160,W17,0.896
S160,W18,0.957
S160,W19,0.937
S160,W20,0.952
S160,W21,0.890
S160,W22,0.955
S160,W23,0.953
S160,W24,0.946
S160,W25,0.913
S160,W26,0.904
S161,W01,0.886
S161,W02,0.936
S161,W03,0.926
S161,W04,0.925
S161,W05,0.969
S161,W06,0.907
S161,W07,0.949
S161,W08,0.941
S161,W09,0.943
S161,W10,0.959
S161,W11,0.975
S161,W12,0.908
S161,W13,0.884
S161,W14,0.920
S161,W15,0.907
S161,W16,0.940
S161,W17,0.951
S161,W18,0.919
S161,W19,0.915
S161,W20,0.944
S161,W21,0.921
S161,W22,0.909
S161,W23,0.905
S161,W24,0.929
S161,W25,0.900
S161,W26,0.958
S162,W01,0.972
S162,W02,0.960
S162,W03,0.966
S162,W04,0.931
S162,W05,0.958
S162,W06,0.911
S162,W07,0.908
